"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.52002,-0.0086523,3.068e-22,0,1,0.37,15,0.37,0.5
0.53219,-0.0089411,2.812e-22,0,1,0.38,15,0.38,0.5
0.54436,-0.0092299,2.556e-22,0,1,0.39,15,0.39,0.5
0.55653,-0.0095187,2.3e-22,0,1,0.4,15,0.4,0.5
0.5687,-0.0098075,2.0439e-22,0,1,0.41,15,0.41,0.5
0.58087,-0.010096,1.7879e-22,0,1,0.42,15,0.42,0.5
0.59305,-0.010385,1.5319e-22,0,1,0.43,15,0.43,0.5
0.60522,-0.010674,1.2759e-22,0,1,0.44,15,0.44,0.5
0.61739,-0.010963,1.0199e-22,0,1,0.45,15,0.45,0.5
0.62956,-0.011251,7.6383e-23,0,1,0.46,15,0.46,0.5
0.64173,-0.01154,5.0781e-23,0,1,0.47,15,0.47,0.5
0.6539,-0.011829,2.5179e-23,0,1,0.48,15,0.48,0.5
0.66564,-0.012129,-1.0518e-24,0,1,0.49,15,0.49,0.5
0.67604,-0.012463,-2.9215e-23,0,1,0.5,15,0.5,0.5
0.68644,-0.012796,-5.7377e-23,0,1,0.51,15,0.51,0.5
0.69684,-0.01313,-8.554e-23,0,1,0.52,15,0.52,0.5
0.70724,-0.013464,-1.137e-22,0,1,0.53,15,0.53,0.5
0.71764,-0.013797,-1.4187e-22,0,1,0.54,15,0.54,0.5
0.72804,-0.014131,-1.7003e-22,0,1,0.55,15,0.55,0.5
0.73844,-0.014464,-1.9819e-22,0,1,0.56,15,0.56,0.5
0.74884,-0.014798,-2.2635e-22,0,1,0.57,15,0.57,0.5
0.75924,-0.015132,-2.5452e-22,0,1,0.58,15,0.58,0.5
0.76964,-0.015465,-2.8268e-22,0,1,0.59,15,0.59,0.5
0.78004,-0.015799,-3.1084e-22,0,1,0.6,15,0.6,0.5
0.79044,-0.016133,-3.3901e-22,0,1,0.61,15,0.61,0.5
0.80084,-0.016466,-3.6717e-22,0,1,0.62,15,0.62,0.5
0.80973,-0.016728,-3.5867e-22,0,1,0.63,15,0.63,0.5
0.81774,-0.016946,-3.2842e-22,0,1,0.64,15,0.64,0.5
0.82574,-0.017165,-2.9817e-22,0,1,0.65,15,0.65,0.5
0.83375,-0.017383,-2.6792e-22,0,1,0.66,15,0.66,0.5
0.84175,-0.017602,-2.3767e-22,0,1,0.67,15,0.67,0.5
0.84976,-0.01782,-2.0742e-22,0,1,0.68,15,0.68,0.5
0.85777,-0.018039,-1.7717e-22,0,1,0.69,15,0.69,0.5
0.86577,-0.018257,-1.4692e-22,0,1,0.7,15,0.7,0.5
0.87378,-0.018476,-1.1667e-22,0,1,0.71,15,0.71,0.5
0.88178,-0.018694,-8.6419e-23,0,1,0.72,15,0.72,0.5
0.88979,-0.018913,-5.6169e-23,0,1,0.73,15,0.73,0.5
0.89779,-0.019131,-2.5919e-23,0,1,0.74,15,0.74,0.5
0.9058,-0.01935,4.3311e-24,0,1,0.75,15,0.75,0.5
0.91226,-0.019521,6.7393e-24,0,1,0.76,15,0.76,0.5
0.91822,-0.019678,1.88e-25,0,1,0.77,15,0.77,0.5
0.92418,-0.019835,-6.3633e-24,0,1,0.78,15,0.78,0.5
0.93014,-0.019992,-1.2915e-23,0,1,0.79,15,0.79,0.5
0.9361,-0.020149,-1.9466e-23,0,1,0.8,15,0.8,0.5
0.94206,-0.020306,-2.6017e-23,0,1,0.81,15,0.81,0.5
0.94802,-0.020463,-3.2569e-23,0,1,0.82,15,0.82,0.5
0.95398,-0.02062,-3.912e-23,0,1,0.83,15,0.83,0.5
0.95994,-0.020777,-4.5671e-23,0,1,0.84,15,0.84,0.5
0.96589,-0.020934,-5.2223e-23,0,1,0.85,15,0.85,0.5
0.97185,-0.021091,-5.8774e-23,0,1,0.86,15,0.86,0.5
0.97781,-0.021247,-6.5325e-23,0,1,0.87,15,0.87,0.5
0.98377,-0.021404,-7.1876e-23,0,1,0.88,15,0.88,0.5
0.98826,-0.02149,-6.9273e-23,0,1,0.89,15,0.89,0.5
0.99255,-0.021566,-6.5487e-23,0,1,0.9,15,0.9,0.5
0.99684,-0.021642,-6.17e-23,0,1,0.91,15,0.91,0.5
1.0011,-0.021718,-5.7914e-23,0,1,0.92,15,0.92,0.5
1.0054,-0.021794,-5.4128e-23,0,1,0.93,15,0.93,0.5
1.0097,-0.02187,-5.0342e-23,0,1,0.94,15,0.94,0.5
1.014,-0.021946,-4.6556e-23,0,1,0.95,15,0.95,0.5
1.0183,-0.022022,-4.2769e-23,0,1,0.96,15,0.96,0.5
1.0226,-0.022098,-3.8983e-23,0,1,0.97,15,0.97,0.5
1.0269,-0.022174,-3.5197e-23,0,1,0.98,15,0.98,0.5
1.0312,-0.02225,-3.1411e-23,0,1,0.99,15,0.99,0.5
1.0355,-0.022326,-2.7625e-23,0,1,1,15,1,0.5
1.0397,-0.022401,-2.3861e-23,0,1,1.01,15,1.01,0.5
1.0427,-0.022405,-2.1592e-23,0,1,1.02,15,1.02,0.5
1.0457,-0.022409,-1.9323e-23,0,1,1.03,15,1.03,0.5
1.0487,-0.022413,-1.7055e-23,0,1,1.04,15,1.04,0.5
1.0517,-0.022417,-1.4786e-23,0,1,1.05,15,1.05,0.5
1.0547,-0.022421,-1.2517e-23,0,1,1.06,15,1.06,0.5
1.0578,-0.022424,-1.0249e-23,0,1,1.07,15,1.07,0.5
1.0608,-0.022428,-7.9799e-24,0,1,1.08,15,1.08,0.5
1.0638,-0.022432,-5.7112e-24,0,1,1.09,15,1.09,0.5
1.0668,-0.022436,-3.4424e-24,0,1,1.1,15,1.1,0.5
1.0698,-0.02244,-1.1737e-24,0,1,1.11,15,1.11,0.5
1.0728,-0.022444,1.095e-24,0,1,1.12,15,1.12,0.5
1.0758,-0.022447,3.3637e-24,0,1,1.13,15,1.13,0.5
1.0786,-0.02244,5.2351e-24,0,1,1.14,15,1.14,0.5
1.0806,-0.022365,4.7475e-24,0,1,1.15,15,1.15,0.5
1.0825,-0.02229,4.2599e-24,0,1,1.16,15,1.16,0.5
1.0845,-0.022215,3.7723e-24,0,1,1.17,15,1.17,0.5
1.0864,-0.022141,3.2847e-24,0,1,1.18,15,1.18,0.5
1.0883,-0.022066,2.7971e-24,0,1,1.19,15,1.19,0.5
1.0903,-0.021991,2.3095e-24,0,1,1.2,15,1.2,0.5
1.0922,-0.021916,1.822e-24,0,1,1.21,15,1.21,0.5
1.0942,-0.021841,1.3344e-24,0,1,1.22,15,1.22,0.5
1.0961,-0.021766,8.4677e-25,0,1,1.23,15,1.23,0.5
1.0981,-0.021692,3.5918e-25,0,1,1.24,15,1.24,0.5
1.1,-0.021617,-1.284e-25,0,1,1.25,15,1.25,0.5
1.102,-0.021542,-6.1599e-25,0,1,1.26,15,1.26,0.5
1.1037,-0.021449,-9.3736e-25,0,1,1.27,15,1.27,0.5
1.1048,-0.021306,-8.174e-25,0,1,1.28,15,1.28,0.5
1.1059,-0.021164,-6.9744e-25,0,1,1.29,15,1.29,0.5
1.107,-0.021022,-5.7748e-25,0,1,1.3,15,1.3,0.5
1.1081,-0.02088,-4.5752e-25,0,1,1.31,15,1.31,0.5
1.1093,-0.020737,-3.3755e-25,0,1,1.32,15,1.32,0.5
1.1104,-0.020595,-2.1759e-25,0,1,1.33,15,1.33,0.5
1.1115,-0.020453,-9.7629e-26,0,1,1.34,15,1.34,0.5
1.1126,-0.02031,2.2333e-26,0,1,1.35,15,1.35,0.5
1.1137,-0.020168,1.423e-25,0,1,1.36,15,1.36,0.5
1.1148,-0.020026,2.6226e-25,0,1,1.37,15,1.37,0.5
1.1159,-0.019884,3.8222e-25,0,1,1.38,15,1.38,0.5
1.1171,-0.019741,5.0218e-25,0,1,1.39,15,1.39,0.5
1.1179,-0.019579,5.7378e-25,0,1,1.4,15,1.4,0.5
1.1184,-0.019386,5.7378e-25,0,1,1.41,15,1.41,0.5
1.1189,-0.019193,5.7378e-25,0,1,1.42,15,1.42,0.5
1.1194,-0.019,5.7378e-25,0,1,1.43,15,1.43,0.5
1.1199,-0.018807,5.7378e-25,0,1,1.44,15,1.44,0.5
1.1204,-0.018614,5.7378e-25,0,1,1.45,15,1.45,0.5
1.1209,-0.018422,5.7378e-25,0,1,1.46,15,1.46,0.5
1.1214,-0.018229,5.7378e-25,0,1,1.47,15,1.47,0.5
1.1219,-0.018036,5.7378e-25,0,1,1.48,15,1.48,0.5
1.1224,-0.017843,5.7378e-25,0,1,1.49,15,1.49,0.5
1.1229,-0.01765,5.7378e-25,0,1,1.5,15,1.5,0.5
1.1235,-0.017457,5.7378e-25,0,1,1.51,15,1.51,0.5
1.124,-0.017264,5.7378e-25,0,1,1.52,15,1.52,0.5
1.1242,-0.017053,4.254e-25,0,1,1.53,15,1.53,0.5
1.1243,-0.016825,1.4693e-25,0,1,1.54,15,1.54,0.5
1.1244,-0.016597,-1.3154e-25,0,1,1.55,15,1.55,0.5
1.1245,-0.016369,-4.1002e-25,0,1,1.56,15,1.56,0.5
1.1245,-0.016141,-6.8849e-25,0,1,1.57,15,1.57,0.5
1.1246,-0.015913,-9.6697e-25,0,1,1.58,15,1.58,0.5
1.1247,-0.015686,-1.2454e-24,0,1,1.59,15,1.59,0.5
1.1248,-0.015458,-1.5239e-24,0,1,1.6,15,1.6,0.5
1.1248,-0.01523,-1.8024e-24,0,1,1.61,15,1.61,0.5
1.1249,-0.015002,-2.0809e-24,0,1,1.62,15,1.62,0.5
1.125,-0.014774,-2.3593e-24,0,1,1.63,15,1.63,0.5
1.1251,-0.014546,-2.6378e-24,0,1,1.64,15,1.64,0.5
1.1251,-0.014318,-2.9163e-24,0,1,1.65,15,1.65,0.5
1.125,-0.014076,-3.0387e-24,0,1,1.66,15,1.66,0.5
1.1248,-0.013826,-3.0816e-24,0,1,1.67,15,1.67,0.5
1.1246,-0.013576,-3.1245e-24,0,1,1.68,15,1.68,0.5
1.1244,-0.013326,-3.1675e-24,0,1,1.69,15,1.69,0.5
1.1242,-0.013076,-3.2104e-24,0,1,1.7,15,1.7,0.5
1.124,-0.012826,-3.2533e-24,0,1,1.71,15,1.71,0.5
1.1238,-0.012576,-3.2963e-24,0,1,1.72,15,1.72,0.5
1.1236,-0.012326,-3.3392e-24,0,1,1.73,15,1.73,0.5
1.1234,-0.012076,-3.3821e-24,0,1,1.74,15,1.74,0.5
1.1232,-0.011826,-3.4251e-24,0,1,1.75,15,1.75,0.5
1.123,-0.011576,-3.468e-24,0,1,1.76,15,1.76,0.5
1.1228,-0.011326,-3.5109e-24,0,1,1.77,15,1.77,0.5
1.1225,-0.011076,-3.5539e-24,0,1,1.78,15,1.78,0.5
1.1222,-0.010816,-3.1729e-24,0,1,1.79,15,1.79,0.5
1.1218,-0.010554,-2.681e-24,0,1,1.8,15,1.8,0.5
1.1214,-0.010292,-2.189e-24,0,1,1.81,15,1.81,0.5
1.121,-0.01003,-1.6971e-24,0,1,1.82,15,1.82,0.5
1.1206,-0.0097681,-1.2052e-24,0,1,1.83,15,1.83,0.5
1.1202,-0.0095061,-7.1322e-25,0,1,1.84,15,1.84,0.5
1.1198,-0.009244,-2.2128e-25,0,1,1.85,15,1.85,0.5
1.1195,-0.008982,2.7065e-25,0,1,1.86,15,1.86,0.5
1.1191,-0.00872,7.6259e-25,0,1,1.87,15,1.87,0.5
1.1187,-0.008458,1.2545e-24,0,1,1.88,15,1.88,0.5
1.1183,-0.008196,1.7465e-24,0,1,1.89,15,1.89,0.5
1.1179,-0.007934,2.2384e-24,0,1,1.9,15,1.9,0.5
1.1175,-0.007672,2.7303e-24,0,1,1.91,15,1.91,0.5
1.117,-0.0074048,3.1098e-24,0,1,1.92,15,1.92,0.5
1.1165,-0.0071371,3.4798e-24,0,1,1.93,15,1.93,0.5
1.116,-0.0068695,3.8497e-24,0,1,1.94,15,1.94,0.5
1.1155,-0.0066018,4.2197e-24,0,1,1.95,15,1.95,0.5
1.115,-0.0063341,4.5897e-24,0,1,1.96,15,1.96,0.5
1.1145,-0.0060665,4.9597e-24,0,1,1.97,15,1.97,0.5
1.114,-0.0057988,5.3297e-24,0,1,1.98,15,1.98,0.5
1.1134,-0.0055312,5.6997e-24,0,1,1.99,15,1.99,0.5
1.1129,-0.0052635,6.0696e-24,0,1,2,15,2,0.5
1.1124,-0.0049959,6.4396e-24,0,1,2.01,15,2.01,0.5
1.1119,-0.0047282,6.8096e-24,0,1,2.02,15,2.02,0.5
1.1114,-0.0044606,7.1796e-24,0,1,2.03,15,2.03,0.5
1.1109,-0.0041928,7.4995e-24,0,1,2.04,15,2.04,0.5
1.1103,-0.0039227,6.9171e-24,0,1,2.05,15,2.05,0.5
1.1097,-0.0036526,6.3346e-24,0,1,2.06,15,2.06,0.5
1.1091,-0.0033825,5.7522e-24,0,1,2.07,15,2.07,0.5
1.1086,-0.0031124,5.1697e-24,0,1,2.08,15,2.08,0.5
1.108,-0.0028423,4.5873e-24,0,1,2.09,15,2.09,0.5
1.1074,-0.0025722,4.0048e-24,0,1,2.1,15,2.1,0.5
1.1068,-0.0023021,3.4224e-24,0,1,2.11,15,2.11,0.5
1.1062,-0.002032,2.8399e-24,0,1,2.12,15,2.12,0.5
1.1056,-0.0017619,2.2575e-24,0,1,2.13,15,2.13,0.5
1.105,-0.0014918,1.675e-24,0,1,2.14,15,2.14,0.5
1.1045,-0.0012217,1.0926e-24,0,1,2.15,15,2.15,0.5
1.1039,-0.00095156,5.1013e-25,0,1,2.16,15,2.16,0.5
1.1033,-0.00068091,-1.0042e-25,0,1,2.17,15,2.17,0.5
1.1026,-0.00040782,-8.3666e-25,0,1,2.18,15,2.18,0.5
1.102,-0.00013474,-1.5729e-24,0,1,2.19,15,2.19,0.5
1.1013,0.00013835,-2.3092e-24,0,1,2.2,15,2.2,0.5
1.1007,0.00041144,-3.0454e-24,0,1,2.21,15,2.21,0.5
1.1,0.00068453,-3.7816e-24,0,1,2.22,15,2.22,0.5
1.0994,0.00095761,-4.5179e-24,0,1,2.23,15,2.23,0.5
1.0987,0.0012307,-5.2541e-24,0,1,2.24,15,2.24,0.5
1.0981,0.0015038,-5.9904e-24,0,1,2.25,15,2.25,0.5
1.0974,0.0017769,-6.7266e-24,0,1,2.26,15,2.26,0.5
1.0968,0.00205,-7.4629e-24,0,1,2.27,15,2.27,0.5
1.0961,0.0023231,-8.1991e-24,0,1,2.28,15,2.28,0.5
1.0955,0.0025961,-8.9353e-24,0,1,2.29,15,2.29,0.5
1.0948,0.0028708,-9.3545e-24,0,1,2.3,15,2.3,0.5
1.0941,0.0031488,-9.0777e-24,0,1,2.31,15,2.31,0.5
1.0934,0.0034268,-8.8009e-24,0,1,2.32,15,2.32,0.5
1.0927,0.0037049,-8.5241e-24,0,1,2.33,15,2.33,0.5
1.092,0.0039829,-8.2473e-24,0,1,2.34,15,2.34,0.5
1.0913,0.0042609,-7.9706e-24,0,1,2.35,15,2.35,0.5
1.0906,0.004539,-7.6938e-24,0,1,2.36,15,2.36,0.5
1.0898,0.004817,-7.417e-24,0,1,2.37,15,2.37,0.5
1.0891,0.005095,-7.1402e-24,0,1,2.38,15,2.38,0.5
1.0884,0.0053731,-6.8634e-24,0,1,2.39,15,2.39,0.5
1.0877,0.0056511,-6.5866e-24,0,1,2.4,15,2.4,0.5
1.087,0.0059291,-6.3098e-24,0,1,2.41,15,2.41,0.5
1.0863,0.0062071,-6.033e-24,0,1,2.42,15,2.42,0.5
1.0856,0.0064892,-5.4946e-24,0,1,2.43,15,2.43,0.5
1.0848,0.0067764,-4.6275e-24,0,1,2.44,15,2.44,0.5
1.084,0.0070636,-3.7605e-24,0,1,2.45,15,2.45,0.5
1.0832,0.0073508,-2.8935e-24,0,1,2.46,15,2.46,0.5
1.0825,0.007638,-2.0265e-24,0,1,2.47,15,2.47,0.5
1.0817,0.0079252,-1.1595e-24,0,1,2.48,15,2.48,0.5
1.0809,0.0082123,-2.9246e-25,0,1,2.49,15,2.49,0.5
1.0801,0.0084995,5.7456e-25,0,1,2.5,15,2.5,0.5
1.0794,0.0087867,1.4416e-24,0,1,2.51,15,2.51,0.5
1.0786,0.0090739,2.3086e-24,0,1,2.52,15,2.52,0.5
1.0778,0.0093611,3.1756e-24,0,1,2.53,15,2.53,0.5
1.077,0.0096483,4.0426e-24,0,1,2.54,15,2.54,0.5
1.0763,0.0099354,4.9096e-24,0,1,2.55,15,2.55,0.5
1.0755,0.010229,5.3065e-24,0,1,2.56,15,2.56,0.5
1.0746,0.010527,5.3541e-24,0,1,2.57,15,2.57,0.5
1.0738,0.010825,5.4017e-24,0,1,2.58,15,2.58,0.5
1.0729,0.011123,5.4493e-24,0,1,2.59,15,2.59,0.5
1.0721,0.011421,5.497e-24,0,1,2.6,15,2.6,0.5
1.0712,0.011719,5.5446e-24,0,1,2.61,15,2.61,0.5
1.0704,0.012017,5.5922e-24,0,1,2.62,15,2.62,0.5
1.0695,0.012315,5.6398e-24,0,1,2.63,15,2.63,0.5
1.0687,0.012613,5.6874e-24,0,1,2.64,15,2.64,0.5
1.0678,0.012911,5.7351e-24,0,1,2.65,15,2.65,0.5
1.067,0.013209,5.7827e-24,0,1,2.66,15,2.66,0.5
1.0661,0.013507,5.8303e-24,0,1,2.67,15,2.67,0.5
1.0653,0.013806,5.8779e-24,0,1,2.68,15,2.68,0.5
1.0644,0.014109,5.5695e-24,0,1,2.69,15,2.69,0.5
1.0635,0.014415,5.1117e-24,0,1,2.7,15,2.7,0.5
1.0625,0.014721,4.6539e-24,0,1,2.71,15,2.71,0.5
1.0616,0.015027,4.1961e-24,0,1,2.72,15,2.72,0.5
1.0607,0.015333,3.7382e-24,0,1,2.73,15,2.73,0.5
1.0598,0.015638,3.2804e-24,0,1,2.74,15,2.74,0.5
1.0588,0.015944,2.8226e-24,0,1,2.75,15,2.75,0.5
1.0579,0.01625,2.3647e-24,0,1,2.76,15,2.76,0.5
1.057,0.016556,1.9069e-24,0,1,2.77,15,2.77,0.5
1.0561,0.016862,1.4491e-24,0,1,2.78,15,2.78,0.5
1.0551,0.017168,9.9125e-25,0,1,2.79,15,2.79,0.5
1.0542,0.017474,5.3342e-25,0,1,2.8,15,2.8,0.5
1.0533,0.01778,7.559e-26,0,1,2.81,15,2.81,0.5
1.0523,0.018081,-5.6427e-25,0,1,2.82,15,2.82,0.5
1.0513,0.018381,-1.2401e-24,0,1,2.83,15,2.83,0.5
1.0503,0.018681,-1.916e-24,0,1,2.84,15,2.84,0.5
1.0493,0.018981,-2.5918e-24,0,1,2.85,15,2.85,0.5
1.0483,0.019281,-3.2677e-24,0,1,2.86,15,2.86,0.5
1.0473,0.019581,-3.9436e-24,0,1,2.87,15,2.87,0.5
1.0463,0.019881,-4.6194e-24,0,1,2.88,15,2.88,0.5
1.0453,0.020181,-5.2953e-24,0,1,2.89,15,2.89,0.5
1.0443,0.020481,-5.9711e-24,0,1,2.9,15,2.9,0.5
1.0433,0.020781,-6.647e-24,0,1,2.91,15,2.91,0.5
1.0423,0.021081,-7.3229e-24,0,1,2.92,15,2.92,0.5
1.0413,0.021381,-7.9987e-24,0,1,2.93,15,2.93,0.5
1.0403,0.021681,-8.6746e-24,0,1,2.94,15,2.94,0.5
1.0393,0.021957,-8.0448e-24,0,1,2.95,15,2.95,0.5
1.0382,0.022233,-7.3684e-24,0,1,2.96,15,2.96,0.5
1.0371,0.022509,-6.692e-24,0,1,2.97,15,2.97,0.5
1.0361,0.022785,-6.0157e-24,0,1,2.98,15,2.98,0.5
1.035,0.023061,-5.3393e-24,0,1,2.99,15,2.99,0.5
1.0339,0.023337,-4.6629e-24,0,1,3,15,3,0.5
1.0329,0.023613,-3.9865e-24,0,1,3.01,15,3.01,0.5
1.0318,0.023888,-3.3102e-24,0,1,3.02,15,3.02,0.5
1.0308,0.024164,-2.6338e-24,0,1,3.03,15,3.03,0.5
1.0297,0.02444,-1.9574e-24,0,1,3.04,15,3.04,0.5
1.0286,0.024716,-1.281e-24,0,1,3.05,15,3.05,0.5
1.0276,0.024992,-6.0467e-25,0,1,3.06,15,3.06,0.5
1.0265,0.025264,1.529e-25,0,1,3.07,15,3.07,0.5
1.0254,0.025495,1.6728e-24,0,1,3.08,15,3.08,0.5
1.0242,0.025727,3.1928e-24,0,1,3.09,15,3.09,0.5
1.0231,0.025958,4.7127e-24,0,1,3.1,15,3.1,0.5
1.022,0.026189,6.2327e-24,0,1,3.11,15,3.11,0.5
1.0209,0.026421,7.7526e-24,0,1,3.12,15,3.12,0.5
1.0197,0.026652,9.2726e-24,0,1,3.13,15,3.13,0.5
1.0186,0.026884,1.0793e-23,0,1,3.14,15,3.14,0.5
1.0175,0.027115,1.2312e-23,0,1,3.15,15,3.15,0.5
1.0164,0.027347,1.3832e-23,0,1,3.16,15,3.16,0.5
1.0152,0.027578,1.5352e-23,0,1,3.17,15,3.17,0.5
1.0141,0.02781,1.6872e-23,0,1,3.18,15,3.18,0.5
1.013,0.028041,1.8392e-23,0,1,3.19,15,3.19,0.5
1.0119,0.028259,1.9011e-23,0,1,3.2,15,3.2,0.5
1.0107,0.028431,1.6563e-23,0,1,3.21,15,3.21,0.5
1.0095,0.028604,1.4116e-23,0,1,3.22,15,3.22,0.5
1.0083,0.028776,1.1668e-23,0,1,3.23,15,3.23,0.5
1.0071,0.028948,9.2198e-24,0,1,3.24,15,3.24,0.5
1.006,0.02912,6.7719e-24,0,1,3.25,15,3.25,0.5
1.0048,0.029292,4.3241e-24,0,1,3.26,15,3.26,0.5
1.0036,0.029465,1.8762e-24,0,1,3.27,15,3.27,0.5
1.0024,0.029637,-5.7167e-25,0,1,3.28,15,3.28,0.5
1.0012,0.029809,-3.0195e-24,0,1,3.29,15,3.29,0.5
1,0.029981,-5.4674e-24,0,1,3.3,15,3.3,0.5
0.99887,0.030154,-7.9153e-24,0,1,3.31,15,3.31,0.5
0.99769,0.030326,-1.0363e-23,0,1,3.32,15,3.32,0.5
0.99648,0.030476,-1.1905e-23,0,1,3.33,15,3.33,0.5
0.99524,0.030588,-1.1822e-23,0,1,3.34,15,3.34,0.5
0.994,0.0307,-1.1739e-23,0,1,3.35,15,3.35,0.5
0.99276,0.030813,-1.1656e-23,0,1,3.36,15,3.36,0.5
0.99152,0.030925,-1.1573e-23,0,1,3.37,15,3.37,0.5
0.99028,0.031037,-1.1489e-23,0,1,3.38,15,3.38,0.5
0.98904,0.031149,-1.1406e-23,0,1,3.39,15,3.39,0.5
0.9878,0.031261,-1.1323e-23,0,1,3.4,15,3.4,0.5
0.98656,0.031373,-1.124e-23,0,1,3.41,15,3.41,0.5
0.98532,0.031485,-1.1157e-23,0,1,3.42,15,3.42,0.5
0.98408,0.031597,-1.1074e-23,0,1,3.43,15,3.43,0.5
0.98284,0.031709,-1.0991e-23,0,1,3.44,15,3.44,0.5
0.98159,0.031821,-1.0907e-23,0,1,3.45,15,3.45,0.5
0.98032,0.031909,-9.9991e-24,0,1,3.46,15,3.46,0.5
0.97901,0.031971,-8.2276e-24,0,1,3.47,15,3.47,0.5
0.97771,0.032033,-6.4561e-24,0,1,3.48,15,3.48,0.5
0.9764,0.032095,-4.6846e-24,0,1,3.49,15,3.49,0.5
0.97509,0.032157,-2.9131e-24,0,1,3.5,15,3.5,0.5
0.97378,0.032219,-1.1416e-24,0,1,3.51,15,3.51,0.5
0.97248,0.032281,6.2995e-25,0,1,3.52,15,3.52,0.5
0.97117,0.032343,2.4014e-24,0,1,3.53,15,3.53,0.5
0.96986,0.032405,4.1729e-24,0,1,3.54,15,3.54,0.5
0.96856,0.032467,5.9444e-24,0,1,3.55,15,3.55,0.5
0.96725,0.03253,7.7159e-24,0,1,3.56,15,3.56,0.5
0.96594,0.032592,9.4875e-24,0,1,3.57,15,3.57,0.5
0.96463,0.032654,1.1259e-23,0,1,3.58,15,3.58,0.5
0.96328,0.032695,1.2047e-23,0,1,3.59,15,3.59,0.5
0.9619,0.032723,1.2231e-23,0,1,3.6,15,3.6,0.5
0.96053,0.032751,1.2416e-23,0,1,3.61,15,3.61,0.5
0.95915,0.032779,1.26e-23,0,1,3.62,15,3.62,0.5
0.95777,0.032807,1.2785e-23,0,1,3.63,15,3.63,0.5
0.95639,0.032835,1.2969e-23,0,1,3.64,15,3.64,0.5
0.95501,0.032864,1.3153e-23,0,1,3.65,15,3.65,0.5
0.95364,0.032892,1.3338e-23,0,1,3.66,15,3.66,0.5
0.95226,0.03292,1.3522e-23,0,1,3.67,15,3.67,0.5
0.95088,0.032948,1.3706e-23,0,1,3.68,15,3.68,0.5
0.9495,0.032976,1.3891e-23,0,1,3.69,15,3.69,0.5
0.94812,0.033004,1.4075e-23,0,1,3.7,15,3.7,0.5
0.94674,0.033032,1.426e-23,0,1,3.71,15,3.71,0.5
0.94532,0.033053,1.3471e-23,0,1,3.72,15,3.72,0.5
0.94387,0.033072,1.2358e-23,0,1,3.73,15,3.73,0.5
