"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.45064,0.0091685,1.4358e-21,0,1,0.32,15,0.32,0.5
0.45565,0.0093047,1.3881e-21,0,1,0.33,15,0.33,0.5
0.46776,0.0090329,1.3058e-21,0,1,0.34,15,0.34,0.5
0.48185,0.008647,1.2137e-21,0,1,0.35,15,0.35,0.5
0.49594,0.0082611,1.1217e-21,0,1,0.36,15,0.36,0.5
0.51003,0.0078752,1.0297e-21,0,1,0.37,15,0.37,0.5
0.52412,0.0074893,9.3764e-22,0,1,0.38,15,0.38,0.5
0.53821,0.0071034,8.456e-22,0,1,0.39,15,0.39,0.5
0.5523,0.0067175,7.5356e-22,0,1,0.4,15,0.4,0.5
0.5664,0.0063316,6.6153e-22,0,1,0.41,15,0.41,0.5
0.58049,0.0059457,5.6949e-22,0,1,0.42,15,0.42,0.5
0.59458,0.0055598,4.7745e-22,0,1,0.43,15,0.43,0.5
0.60867,0.0051739,3.8542e-22,0,1,0.44,15,0.44,0.5
0.62276,0.004788,2.9338e-22,0,1,0.45,15,0.45,0.5
0.63685,0.0044021,2.0134e-22,0,1,0.46,15,0.46,0.5
0.65094,0.0040162,1.093e-22,0,1,0.47,15,0.47,0.5
0.66503,0.0036303,1.7267e-23,0,1,0.48,15,0.48,0.5
0.67616,0.0026557,0,0,1,0.49,15,0.49,0.5
0.6866,0.0015452,0,0,1,0.5,15,0.5,0.5
0.69704,0.00043464,0,0,1,0.51,15,0.51,0.5
0.70748,-0.0006759,0,0,1,0.52,15,0.52,0.5
0.71793,-0.0017864,0,0,1,0.53,15,0.53,0.5
0.72837,-0.002897,0,0,1,0.54,15,0.54,0.5
0.73881,-0.0040075,0,0,1,0.55,15,0.55,0.5
0.74925,-0.0051181,0,0,1,0.56,15,0.56,0.5
0.7597,-0.0062286,0,0,1,0.57,15,0.57,0.5
0.77014,-0.0073392,0,0,1,0.58,15,0.58,0.5
0.78009,-0.0082683,3.6272e-25,0,1,0.59,15,0.59,0.5
0.78851,-0.0086309,1.8585e-24,0,1,0.6,15,0.6,0.5
0.79693,-0.0089935,3.3543e-24,0,1,0.61,15,0.61,0.5
0.80535,-0.0093561,4.8501e-24,0,1,0.62,15,0.62,0.5
0.81377,-0.0097188,6.3459e-24,0,1,0.63,15,0.63,0.5
0.82219,-0.010081,7.8416e-24,0,1,0.64,15,0.64,0.5
0.83061,-0.010444,9.3374e-24,0,1,0.65,15,0.65,0.5
0.83903,-0.010807,1.0833e-23,0,1,0.66,15,0.66,0.5
0.84745,-0.011169,1.2329e-23,0,1,0.67,15,0.67,0.5
0.85587,-0.011532,1.3825e-23,0,1,0.68,15,0.68,0.5
0.86402,-0.011862,1.4954e-23,0,1,0.69,15,0.69,0.5
0.87116,-0.012074,1.4733e-23,0,1,0.7,15,0.7,0.5
0.8783,-0.012285,1.4512e-23,0,1,0.71,15,0.71,0.5
0.88544,-0.012496,1.4291e-23,0,1,0.72,15,0.72,0.5
0.89258,-0.012708,1.407e-23,0,1,0.73,15,0.73,0.5
0.89972,-0.012919,1.3849e-23,0,1,0.74,15,0.74,0.5
0.90686,-0.013131,1.3628e-23,0,1,0.75,15,0.75,0.5
0.914,-0.013342,1.3407e-23,0,1,0.76,15,0.76,0.5
0.92114,-0.013554,1.3186e-23,0,1,0.77,15,0.77,0.5
0.92828,-0.013765,1.2965e-23,0,1,0.78,15,0.78,0.5
0.9352,-0.013952,1.251e-23,0,1,0.79,15,0.79,0.5
0.94117,-0.014031,1.1014e-23,0,1,0.8,15,0.8,0.5
0.94714,-0.01411,9.5183e-24,0,1,0.81,15,0.81,0.5
0.95311,-0.014189,8.0225e-24,0,1,0.82,15,0.82,0.5
0.95907,-0.014268,6.5267e-24,0,1,0.83,15,0.83,0.5
0.96504,-0.014346,5.0309e-24,0,1,0.84,15,0.84,0.5
0.97101,-0.014425,3.5351e-24,0,1,0.85,15,0.85,0.5
0.97698,-0.014504,2.0394e-24,0,1,0.86,15,0.86,0.5
0.98295,-0.014583,5.4357e-25,0,1,0.87,15,0.87,0.5
0.98892,-0.014662,-9.5221e-25,0,1,0.88,15,0.88,0.5
0.99471,-0.014723,-2.1834e-24,0,1,0.89,15,0.89,0.5
0.99958,-0.014686,-1.9708e-24,0,1,0.9,15,0.9,0.5
1.0044,-0.014649,-1.7581e-24,0,1,0.91,15,0.91,0.5
1.0093,-0.014612,-1.5455e-24,0,1,0.92,15,0.92,0.5
1.0142,-0.014575,-1.3329e-24,0,1,0.93,15,0.93,0.5
1.019,-0.014538,-1.1203e-24,0,1,0.94,15,0.94,0.5
1.0239,-0.014501,-9.0766e-25,0,1,0.95,15,0.95,0.5
1.0288,-0.014464,-6.9504e-25,0,1,0.96,15,0.96,0.5
1.0336,-0.014427,-4.8242e-25,0,1,0.97,15,0.97,0.5
1.0385,-0.014389,-2.698e-25,0,1,0.98,15,0.98,0.5
1.0432,-0.01434,-8.2855e-26,0,1,0.99,15,0.99,0.5
1.0471,-0.014207,-7.4495e-26,0,1,1,15,1,0.5
1.0509,-0.014074,-6.6136e-26,0,1,1.01,15,1.01,0.5
1.0548,-0.013941,-5.7777e-26,0,1,1.02,15,1.02,0.5
1.0586,-0.013807,-4.9418e-26,0,1,1.03,15,1.03,0.5
1.0625,-0.013674,-4.1058e-26,0,1,1.04,15,1.04,0.5
1.0663,-0.013541,-3.2699e-26,0,1,1.05,15,1.05,0.5
1.0702,-0.013408,-2.434e-26,0,1,1.06,15,1.06,0.5
1.074,-0.013275,-1.598e-26,0,1,1.07,15,1.07,0.5
1.0779,-0.013141,-7.621e-27,0,1,1.08,15,1.08,0.5
1.0817,-0.013001,7.3893e-28,0,1,1.09,15,1.09,0.5
1.0846,-0.012793,9.105e-27,0,1,1.1,15,1.1,0.5
1.0876,-0.012585,1.7471e-26,0,1,1.11,15,1.11,0.5
1.0905,-0.012377,2.5837e-26,0,1,1.12,15,1.12,0.5
1.0934,-0.012169,3.4203e-26,0,1,1.13,15,1.13,0.5
1.0964,-0.011961,4.257e-26,0,1,1.14,15,1.14,0.5
1.0993,-0.011753,5.0936e-26,0,1,1.15,15,1.15,0.5
1.1023,-0.011545,5.9302e-26,0,1,1.16,15,1.16,0.5
1.1052,-0.011338,6.7668e-26,0,1,1.17,15,1.17,0.5
1.1082,-0.01113,7.6034e-26,0,1,1.18,15,1.18,0.5
1.1111,-0.010918,8.3274e-26,0,1,1.19,15,1.19,0.5
1.1132,-0.010654,7.4915e-26,0,1,1.2,15,1.2,0.5
1.1154,-0.010391,6.6556e-26,0,1,1.21,15,1.21,0.5
1.1175,-0.010127,5.8196e-26,0,1,1.22,15,1.22,0.5
1.1197,-0.009864,4.9837e-26,0,1,1.23,15,1.23,0.5
1.1219,-0.0096005,4.1478e-26,0,1,1.24,15,1.24,0.5
1.124,-0.009337,3.3119e-26,0,1,1.25,15,1.25,0.5
1.1262,-0.0090735,2.4759e-26,0,1,1.26,15,1.26,0.5
1.1283,-0.00881,1.64e-26,0,1,1.27,15,1.27,0.5
1.1305,-0.0085466,8.0406e-27,0,1,1.28,15,1.28,0.5
1.1326,-0.0082815,0,0,1,1.29,15,1.29,0.5
1.1341,-0.0079774,0,0,1,1.3,15,1.3,0.5
1.1356,-0.0076733,0,0,1,1.31,15,1.31,0.5
1.1371,-0.0073691,0,0,1,1.32,15,1.32,0.5
1.1386,-0.007065,0,0,1,1.33,15,1.33,0.5
1.1401,-0.0067609,0,0,1,1.34,15,1.34,0.5
1.1416,-0.0064567,0,0,1,1.35,15,1.35,0.5
1.1431,-0.0061526,0,0,1,1.36,15,1.36,0.5
1.1445,-0.0058485,0,0,1,1.37,15,1.37,0.5
1.146,-0.0055443,0,0,1,1.38,15,1.38,0.5
1.1475,-0.0052402,0,0,1,1.39,15,1.39,0.5
1.1485,-0.0049055,-1.3296e-30,0,1,1.4,15,1.4,0.5
1.1494,-0.0045711,-2.6473e-30,0,1,1.41,15,1.41,0.5
1.1504,-0.0042367,-3.9651e-30,0,1,1.42,15,1.42,0.5
1.1514,-0.0039023,-5.2829e-30,0,1,1.43,15,1.43,0.5
1.1523,-0.0035679,-6.6007e-30,0,1,1.44,15,1.44,0.5
1.1533,-0.0032334,-7.9185e-30,0,1,1.45,15,1.45,0.5
1.1542,-0.002899,-9.2363e-30,0,1,1.46,15,1.46,0.5
1.1552,-0.0025646,-1.0554e-29,0,1,1.47,15,1.47,0.5
1.1561,-0.0022302,-1.1872e-29,0,1,1.48,15,1.48,0.5
1.1571,-0.0018958,-1.319e-29,0,1,1.49,15,1.49,0.5
1.1577,-0.0015371,-1.3216e-29,0,1,1.5,15,1.5,0.5
1.1582,-0.0011779,-1.3216e-29,0,1,1.51,15,1.51,0.5
1.1588,-0.00081877,-1.3216e-29,0,1,1.52,15,1.52,0.5
1.1593,-0.0004596,-1.3216e-29,0,1,1.53,15,1.53,0.5
1.1598,-0.00010043,-1.3216e-29,0,1,1.54,15,1.54,0.5
1.1604,0.00025874,-1.3216e-29,0,1,1.55,15,1.55,0.5
1.1609,0.00061791,-1.3216e-29,0,1,1.56,15,1.56,0.5
1.1615,0.00097708,-1.3216e-29,0,1,1.57,15,1.57,0.5
1.162,0.0013363,-1.3216e-29,0,1,1.58,15,1.58,0.5
1.1626,0.0016954,-1.3216e-29,0,1,1.59,15,1.59,0.5
1.1628,0.002077,-1.0556e-29,0,1,1.6,15,1.6,0.5
1.1631,0.0024597,-7.7572e-30,0,1,1.61,15,1.61,0.5
1.1633,0.0028424,-4.9584e-30,0,1,1.62,15,1.62,0.5
1.1636,0.0032251,-2.1596e-30,0,1,1.63,15,1.63,0.5
1.1638,0.0036078,6.3916e-31,0,1,1.64,15,1.64,0.5
1.164,0.0039905,3.4379e-30,0,1,1.65,15,1.65,0.5
1.1643,0.0043732,6.2367e-30,0,1,1.66,15,1.66,0.5
1.1645,0.0047559,9.0355e-30,0,1,1.67,15,1.67,0.5
1.1648,0.0051386,1.1834e-29,0,1,1.68,15,1.68,0.5
1.165,0.0055213,1.4633e-29,0,1,1.69,15,1.69,0.5
1.165,0.005928,1.6267e-29,0,1,1.7,15,1.7,0.5
1.1651,0.0063367,1.7802e-29,0,1,1.71,15,1.71,0.5
1.1651,0.0067455,1.9337e-29,0,1,1.72,15,1.72,0.5
1.1651,0.0071542,2.0871e-29,0,1,1.73,15,1.73,0.5
1.1652,0.0075629,2.2406e-29,0,1,1.74,15,1.74,0.5
1.1652,0.0079716,2.3941e-29,0,1,1.75,15,1.75,0.5
1.1652,0.0083804,2.5476e-29,0,1,1.76,15,1.76,0.5
1.1653,0.0087891,2.701e-29,0,1,1.77,15,1.77,0.5
1.1653,0.0091978,2.8545e-29,0,1,1.78,15,1.78,0.5
1.1653,0.0096065,3.008e-29,0,1,1.79,15,1.79,0.5
1.1652,0.010043,-3.772e-27,0,1,1.8,15,1.8,0.5
1.1651,0.010483,-8.0337e-27,0,1,1.81,15,1.81,0.5
1.165,0.010923,-1.2295e-26,0,1,1.82,15,1.82,0.5
1.1649,0.011363,-1.6557e-26,0,1,1.83,15,1.83,0.5
1.1648,0.011803,-2.0819e-26,0,1,1.84,15,1.84,0.5
1.1647,0.012242,-2.5081e-26,0,1,1.85,15,1.85,0.5
1.1646,0.012682,-2.9342e-26,0,1,1.86,15,1.86,0.5
1.1645,0.013122,-3.3604e-26,0,1,1.87,15,1.87,0.5
1.1644,0.013562,-3.7866e-26,0,1,1.88,15,1.88,0.5
1.1643,0.014002,-4.2127e-26,0,1,1.89,15,1.89,0.5
1.1641,0.014475,-3.6081e-26,0,1,1.9,15,1.9,0.5
1.1639,0.014953,-2.8399e-26,0,1,1.91,15,1.91,0.5
1.1637,0.01543,-2.0716e-26,0,1,1.92,15,1.92,0.5
1.1635,0.015908,-1.3034e-26,0,1,1.93,15,1.93,0.5
1.1633,0.016386,-5.3514e-27,0,1,1.94,15,1.94,0.5
1.1631,0.016864,2.331e-27,0,1,1.95,15,1.95,0.5
1.1629,0.017342,1.0013e-26,0,1,1.96,15,1.96,0.5
1.1627,0.01782,1.7696e-26,0,1,1.97,15,1.97,0.5
1.1625,0.018298,2.5378e-26,0,1,1.98,15,1.98,0.5
1.1623,0.018776,3.3061e-26,0,1,1.99,15,1.99,0.5
1.1621,0.019292,3.6938e-26,0,1,2,15,2,0.5
1.1619,0.019816,4.0057e-26,0,1,2.01,15,2.01,0.5
1.1616,0.02034,4.3175e-26,0,1,2.02,15,2.02,0.5
1.1614,0.020864,4.6294e-26,0,1,2.03,15,2.03,0.5
1.1612,0.021388,4.9413e-26,0,1,2.04,15,2.04,0.5
1.1609,0.021912,5.2532e-26,0,1,2.05,15,2.05,0.5
1.1607,0.022436,5.5651e-26,0,1,2.06,15,2.06,0.5
1.1604,0.02296,5.877e-26,0,1,2.07,15,2.07,0.5
1.1602,0.023483,6.1889e-26,0,1,2.08,15,2.08,0.5
1.16,0.024007,6.5008e-26,0,1,2.09,15,2.09,0.5
1.1597,0.024575,5.7595e-26,0,1,2.1,15,2.1,0.5
1.1594,0.025153,4.7625e-26,0,1,2.11,15,2.11,0.5
1.1592,0.025731,3.7656e-26,0,1,2.12,15,2.12,0.5
1.1589,0.02631,2.7686e-26,0,1,2.13,15,2.13,0.5
1.1586,0.026888,1.7716e-26,0,1,2.14,15,2.14,0.5
1.1584,0.027466,7.7468e-27,0,1,2.15,15,2.15,0.5
1.1581,0.028044,-2.2228e-27,0,1,2.16,15,2.16,0.5
1.1579,0.028622,-1.2192e-26,0,1,2.17,15,2.17,0.5
1.1576,0.029201,-2.2162e-26,0,1,2.18,15,2.18,0.5
1.1573,0.029779,-3.2132e-26,0,1,2.19,15,2.19,0.5
1.1571,0.030406,-3.3484e-26,0,1,2.2,15,2.2,0.5
1.1568,0.031047,-3.2341e-26,0,1,2.21,15,2.21,0.5
1.1565,0.031688,-3.1198e-26,0,1,2.22,15,2.22,0.5
1.1562,0.032329,-3.0055e-26,0,1,2.23,15,2.23,0.5
1.156,0.03297,-2.8912e-26,0,1,2.24,15,2.24,0.5
1.1557,0.033611,-2.777e-26,0,1,2.25,15,2.25,0.5
1.1554,0.034252,-2.6627e-26,0,1,2.26,15,2.26,0.5
1.1551,0.034892,-2.5484e-26,0,1,2.27,15,2.27,0.5
1.1549,0.035533,-2.4341e-26,0,1,2.28,15,2.28,0.5
1.1546,0.036174,-2.3198e-26,0,1,2.29,15,2.29,0.5
1.1543,0.036868,-2.1204e-26,0,1,2.3,15,2.3,0.5
1.154,0.03758,-1.8919e-26,0,1,2.31,15,2.31,0.5
1.1538,0.038292,-1.6635e-26,0,1,2.32,15,2.32,0.5
1.1535,0.039004,-1.4351e-26,0,1,2.33,15,2.33,0.5
1.1532,0.039716,-1.2067e-26,0,1,2.34,15,2.34,0.5
1.1529,0.040428,-9.7824e-27,0,1,2.35,15,2.35,0.5
1.1527,0.04114,-7.4982e-27,0,1,2.36,15,2.36,0.5
1.1524,0.041852,-5.2139e-27,0,1,2.37,15,2.37,0.5
1.1521,0.042564,-2.9296e-27,0,1,2.38,15,2.38,0.5
1.1518,0.043276,-6.4538e-28,0,1,2.39,15,2.39,0.5
1.1515,0.044044,3.9619e-27,0,1,2.4,15,2.4,0.5
1.1513,0.044835,9.4854e-27,0,1,2.41,15,2.41,0.5
1.151,0.045625,1.5009e-26,0,1,2.42,15,2.42,0.5
1.1507,0.046416,2.0532e-26,0,1,2.43,15,2.43,0.5
1.1504,0.047206,2.6056e-26,0,1,2.44,15,2.44,0.5
1.1501,0.047997,3.1579e-26,0,1,2.45,15,2.45,0.5
1.1498,0.048788,3.7103e-26,0,1,2.46,15,2.46,0.5
1.1496,0.049578,4.2627e-26,0,1,2.47,15,2.47,0.5
1.1493,0.050369,4.815e-26,0,1,2.48,15,2.48,0.5
1.149,0.05116,5.3674e-26,0,1,2.49,15,2.49,0.5
1.1487,0.052009,5.1597e-26,0,1,2.5,15,2.5,0.5
1.1484,0.052886,4.6073e-26,0,1,2.51,15,2.51,0.5
1.1481,0.053762,4.0549e-26,0,1,2.52,15,2.52,0.5
1.1478,0.054639,3.5025e-26,0,1,2.53,15,2.53,0.5
1.1475,0.055515,2.9501e-26,0,1,2.54,15,2.54,0.5
1.1472,0.056391,2.3977e-26,0,1,2.55,15,2.55,0.5
1.1469,0.057268,1.8453e-26,0,1,2.56,15,2.56,0.5
1.1466,0.058144,1.2929e-26,0,1,2.57,15,2.57,0.5
1.1463,0.059021,7.4045e-27,0,1,2.58,15,2.58,0.5
1.146,0.059897,1.8804e-27,0,1,2.59,15,2.59,0.5
1.1457,0.060834,-3.6449e-27,0,1,2.6,15,2.6,0.5
1.1454,0.061803,-9.1709e-27,0,1,2.61,15,2.61,0.5
1.1451,0.062771,-1.4697e-26,0,1,2.62,15,2.62,0.5
1.1448,0.063739,-2.0223e-26,0,1,2.63,15,2.63,0.5
1.1444,0.064708,-2.5749e-26,0,1,2.64,15,2.64,0.5
1.1441,0.065676,-3.1275e-26,0,1,2.65,15,2.65,0.5
1.1438,0.066644,-3.6801e-26,0,1,2.66,15,2.66,0.5
1.1435,0.067613,-4.2327e-26,0,1,2.67,15,2.67,0.5
1.1432,0.068581,-4.7853e-26,0,1,2.68,15,2.68,0.5
1.1428,0.069549,-5.3379e-26,0,1,2.69,15,2.69,0.5
1.1425,0.070579,-5.1946e-26,0,1,2.7,15,2.7,0.5
1.1422,0.071644,-4.642e-26,0,1,2.71,15,2.71,0.5
1.1418,0.072709,-4.0894e-26,0,1,2.72,15,2.72,0.5
1.1414,0.073774,-3.5368e-26,0,1,2.73,15,2.73,0.5
1.1411,0.074839,-2.9842e-26,0,1,2.74,15,2.74,0.5
1.1407,0.075904,-2.4315e-26,0,1,2.75,15,2.75,0.5
1.1404,0.076969,-1.8789e-26,0,1,2.76,15,2.76,0.5
1.14,0.078034,-1.3263e-26,0,1,2.77,15,2.77,0.5
1.1397,0.079099,-7.7368e-27,0,1,2.78,15,2.78,0.5
1.1393,0.080164,-2.2106e-27,0,1,2.79,15,2.79,0.5
1.1389,0.08129,-1.2206e-26,0,1,2.8,15,2.8,0.5
1.1385,0.082455,-3.253e-26,0,1,2.81,15,2.81,0.5
1.1381,0.08362,-5.2854e-26,0,1,2.82,15,2.82,0.5
1.1377,0.084785,-7.3177e-26,0,1,2.83,15,2.83,0.5
1.1373,0.085951,-9.3501e-26,0,1,2.84,15,2.84,0.5
1.1369,0.087116,-1.1382e-25,0,1,2.85,15,2.85,0.5
1.1365,0.088281,-1.3415e-25,0,1,2.86,15,2.86,0.5
1.1361,0.089446,-1.5447e-25,0,1,2.87,15,2.87,0.5
1.1357,0.090611,-1.748e-25,0,1,2.88,15,2.88,0.5
1.1353,0.091777,-1.9512e-25,0,1,2.89,15,2.89,0.5
1.1348,0.093,-2.0684e-25,0,1,2.9,15,2.9,0.5
1.1344,0.094267,-2.121e-25,0,1,2.91,15,2.91,0.5
1.1339,0.095534,-2.1737e-25,0,1,2.92,15,2.92,0.5
1.1334,0.096801,-2.2263e-25,0,1,2.93,15,2.93,0.5
1.133,0.098068,-2.279e-25,0,1,2.94,15,2.94,0.5
1.1325,0.099335,-2.3316e-25,0,1,2.95,15,2.95,0.5
1.132,0.1006,-2.3843e-25,0,1,2.96,15,2.96,0.5
1.1315,0.10187,-2.4369e-25,0,1,2.97,15,2.97,0.5
1.1311,0.10314,-2.4895e-25,0,1,2.98,15,2.98,0.5
1.1306,0.1044,-2.5422e-25,0,1,2.99,15,2.99,0.5
1.1301,0.10573,-2.3173e-25,0,1,3,15,3,0.5
1.1295,0.10709,-1.8582e-25,0,1,3.01,15,3.01,0.5
1.129,0.10846,-1.399e-25,0,1,3.02,15,3.02,0.5
1.1284,0.10983,-9.3978e-26,0,1,3.03,15,3.03,0.5
1.1279,0.1112,-4.8059e-26,0,1,3.04,15,3.04,0.5
1.1273,0.11257,-2.1396e-27,0,1,3.05,15,3.05,0.5
1.1268,0.11394,4.3779e-26,0,1,3.06,15,3.06,0.5
1.1262,0.1153,8.9698e-26,0,1,3.07,15,3.07,0.5
1.1257,0.11667,1.3562e-25,0,1,3.08,15,3.08,0.5
1.1251,0.11804,1.8154e-25,0,1,3.09,15,3.09,0.5
1.1245,0.11946,2.066e-25,0,1,3.1,15,3.1,0.5
1.1238,0.12093,2.1187e-25,0,1,3.11,15,3.11,0.5
1.1232,0.1224,2.1713e-25,0,1,3.12,15,3.12,0.5
1.1225,0.12386,2.2239e-25,0,1,3.13,15,3.13,0.5
1.1219,0.12533,2.2766e-25,0,1,3.14,15,3.14,0.5
1.1212,0.1268,2.3292e-25,0,1,3.15,15,3.15,0.5
1.1206,0.12827,2.3818e-25,0,1,3.16,15,3.16,0.5
1.1199,0.12974,2.4345e-25,0,1,3.17,15,3.17,0.5
1.1192,0.1312,2.4871e-25,0,1,3.18,15,3.18,0.5
1.1186,0.13267,2.5397e-25,0,1,3.19,15,3.19,0.5
1.1179,0.13418,2.2178e-25,0,1,3.2,15,3.2,0.5
1.1171,0.13575,1.4961e-25,0,1,3.21,15,3.21,0.5
1.1163,0.13731,7.7437e-26,0,1,3.22,15,3.22,0.5
1.1156,0.13887,5.2675e-27,0,1,3.23,15,3.23,0.5
1.1148,0.14043,-6.6902e-26,0,1,3.24,15,3.24,0.5
1.114,0.142,-1.3907e-25,0,1,3.25,15,3.25,0.5
1.1132,0.14356,-2.1124e-25,0,1,3.26,15,3.26,0.5
1.1125,0.14512,-2.8341e-25,0,1,3.27,15,3.27,0.5
1.1117,0.14668,-3.5558e-25,0,1,3.28,15,3.28,0.5
1.1109,0.14825,-4.2775e-25,0,1,3.29,15,3.29,0.5
1.1101,0.14985,-4.4593e-25,0,1,3.3,15,3.3,0.5
1.1092,0.1515,-3.9934e-25,0,1,3.31,15,3.31,0.5
1.1083,0.15315,-3.5275e-25,0,1,3.32,15,3.32,0.5
1.1074,0.1548,-3.0616e-25,0,1,3.33,15,3.33,0.5
1.1065,0.15645,-2.5958e-25,0,1,3.34,15,3.34,0.5
1.1056,0.1581,-2.1299e-25,0,1,3.35,15,3.35,0.5
1.1047,0.15975,-1.664e-25,0,1,3.36,15,3.36,0.5
1.1038,0.1614,-1.1981e-25,0,1,3.37,15,3.37,0.5
1.1029,0.16305,-7.3224e-26,0,1,3.38,15,3.38,0.5
1.102,0.1647,-2.6636e-26,0,1,3.39,15,3.39,0.5
1.101,0.16638,1.9947e-26,0,1,3.4,15,3.4,0.5
1.0999,0.16811,6.6522e-26,0,1,3.41,15,3.41,0.5
1.0989,0.16984,1.131e-25,0,1,3.42,15,3.42,0.5
1.0978,0.17157,1.5967e-25,0,1,3.43,15,3.43,0.5
1.0968,0.1733,2.0625e-25,0,1,3.44,15,3.44,0.5
1.0957,0.17503,2.5282e-25,0,1,3.45,15,3.45,0.5
1.0947,0.17675,2.994e-25,0,1,3.46,15,3.46,0.5
1.0937,0.17848,3.4597e-25,0,1,3.47,15,3.47,0.5
1.0926,0.18021,3.9255e-25,0,1,3.48,15,3.48,0.5
1.0916,0.18194,4.3912e-25,0,1,3.49,15,3.49,0.5
1.0905,0.1837,4.4878e-25,0,1,3.5,15,3.5,0.5
1.0893,0.18549,4.022e-25,0,1,3.51,15,3.51,0.5
1.0881,0.18729,3.5561e-25,0,1,3.52,15,3.52,0.5
1.0869,0.18908,3.0903e-25,0,1,3.53,15,3.53,0.5
1.0857,0.19088,2.6245e-25,0,1,3.54,15,3.54,0.5
1.0845,0.19267,2.1587e-25,0,1,3.55,15,3.55,0.5
1.0833,0.19447,1.6928e-25,0,1,3.56,15,3.56,0.5
1.0821,0.19626,1.227e-25,0,1,3.57,15,3.57,0.5
1.0809,0.19806,7.612e-26,0,1,3.58,15,3.58,0.5
1.0797,0.19985,2.9538e-26,0,1,3.59,15,3.59,0.5
1.0784,0.20166,5.6691e-29,0,1,3.6,15,3.6,0.5
1.0771,0.20351,5.6691e-29,0,1,3.61,15,3.61,0.5
1.0757,0.20536,5.6691e-29,0,1,3.62,15,3.62,0.5
1.0744,0.20721,5.6691e-29,0,1,3.63,15,3.63,0.5
1.073,0.20905,5.6691e-29,0,1,3.64,15,3.64,0.5
1.0717,0.2109,5.6691e-29,0,1,3.65,15,3.65,0.5
1.0703,0.21275,5.6691e-29,0,1,3.66,15,3.66,0.5
1.069,0.21459,5.6691e-29,0,1,3.67,15,3.67,0.5
1.0676,0.21644,5.6691e-29,0,1,3.68,15,3.68,0.5
1.0663,0.21829,5.6691e-29,0,1,3.69,15,3.69,0.5
1.0649,0.22015,3.4547e-26,0,1,3.7,15,3.7,0.5
1.0634,0.22203,1.366e-25,0,1,3.71,15,3.71,0.5
1.0619,0.22391,2.3864e-25,0,1,3.72,15,3.72,0.5
1.0604,0.22579,3.4069e-25,0,1,3.73,15,3.73,0.5
1.0589,0.22768,4.4274e-25,0,1,3.74,15,3.74,0.5
1.0574,0.22956,5.4479e-25,0,1,3.75,15,3.75,0.5
1.0559,0.23144,6.4684e-25,0,1,3.76,15,3.76,0.5
1.0544,0.23333,7.4888e-25,0,1,3.77,15,3.77,0.5
1.0529,0.23521,8.5093e-25,0,1,3.78,15,3.78,0.5
1.0514,0.23709,9.5298e-25,0,1,3.79,15,3.79,0.5
1.0498,0.23898,9.9199e-25,0,1,3.8,15,3.8,0.5
1.0482,0.24088,8.8989e-25,0,1,3.81,15,3.81,0.5
