"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.0697,-0.012654,1.9078e-26,0,1,1.02,15,1.02,0.5
1.0737,-0.012467,2.776e-26,0,1,1.03,15,1.03,0.5
1.0778,-0.012279,3.6441e-26,0,1,1.04,15,1.04,0.5
1.0818,-0.012092,4.5123e-26,0,1,1.05,15,1.05,0.5
1.0859,-0.011905,5.3805e-26,0,1,1.06,15,1.06,0.5
1.0899,-0.011716,6.1443e-26,0,1,1.07,15,1.07,0.5
1.0933,-0.011498,5.2773e-26,0,1,1.08,15,1.08,0.5
1.0966,-0.01128,4.4103e-26,0,1,1.09,15,1.09,0.5
1.1,-0.011063,3.5432e-26,0,1,1.1,15,1.1,0.5
1.1034,-0.010845,2.6762e-26,0,1,1.11,15,1.11,0.5
1.1067,-0.010628,1.8092e-26,0,1,1.12,15,1.12,0.5
1.1101,-0.01041,9.4214e-27,0,1,1.13,15,1.13,0.5
1.1134,-0.010192,7.5108e-28,0,1,1.14,15,1.14,0.5
1.1162,-0.0099569,-7.0946e-27,0,1,1.15,15,1.15,0.5
1.1189,-0.0097198,-1.4862e-26,0,1,1.16,15,1.16,0.5
1.1217,-0.0094827,-2.263e-26,0,1,1.17,15,1.17,0.5
1.1244,-0.0092455,-3.0397e-26,0,1,1.18,15,1.18,0.5
1.1271,-0.0090084,-3.8165e-26,0,1,1.19,15,1.19,0.5
1.1298,-0.0087712,-4.5932e-26,0,1,1.2,15,1.2,0.5
1.1325,-0.0085341,-5.3699e-26,0,1,1.21,15,1.21,0.5
1.1348,-0.0082886,-4.2841e-26,0,1,1.22,15,1.22,0.5
1.137,-0.0080405,-2.6309e-26,0,1,1.23,15,1.23,0.5
1.1391,-0.0077925,-9.7772e-27,0,1,1.24,15,1.24,0.5
1.1413,-0.0075444,6.7546e-27,0,1,1.25,15,1.25,0.5
1.1434,-0.0072963,2.3286e-26,0,1,1.26,15,1.26,0.5
1.1456,-0.0070483,3.9818e-26,0,1,1.27,15,1.27,0.5
1.1477,-0.0068002,5.635e-26,0,1,1.28,15,1.28,0.5
1.1495,-0.0065493,6.202e-26,0,1,1.29,15,1.29,0.5
1.1512,-0.0062965,6.1024e-26,0,1,1.3,15,1.3,0.5
1.1528,-0.0060438,6.0029e-26,0,1,1.31,15,1.31,0.5
1.1545,-0.0057911,5.9034e-26,0,1,1.32,15,1.32,0.5
1.1561,-0.0055383,5.8038e-26,0,1,1.33,15,1.33,0.5
1.1578,-0.0052856,5.7043e-26,0,1,1.34,15,1.34,0.5
1.1594,-0.0050329,5.6048e-26,0,1,1.35,15,1.35,0.5
1.1608,-0.0047794,4.7706e-26,0,1,1.36,15,1.36,0.5
1.1621,-0.0045252,3.1178e-26,0,1,1.37,15,1.37,0.5
1.1633,-0.004271,1.465e-26,0,1,1.38,15,1.38,0.5
1.1645,-0.0040168,-1.8783e-27,0,1,1.39,15,1.39,0.5
1.1657,-0.0037625,-1.8407e-26,0,1,1.4,15,1.4,0.5
1.1669,-0.0035083,-3.4935e-26,0,1,1.41,15,1.41,0.5
1.1681,-0.0032541,-5.1463e-26,0,1,1.42,15,1.42,0.5
1.1693,-0.0029996,-5.9744e-26,0,1,1.43,15,1.43,0.5
1.1701,-0.0027444,-5.0984e-26,0,1,1.44,15,1.44,0.5
1.171,-0.0024892,-4.2225e-26,0,1,1.45,15,1.45,0.5
1.1719,-0.0022341,-3.3466e-26,0,1,1.46,15,1.46,0.5
1.1727,-0.0019789,-2.4707e-26,0,1,1.47,15,1.47,0.5
1.1736,-0.0017237,-1.5948e-26,0,1,1.48,15,1.48,0.5
1.1745,-0.0014686,-7.1888e-27,0,1,1.49,15,1.49,0.5
1.1753,-0.001213,-6.0523e-31,0,1,1.5,15,1.5,0.5
1.1759,-0.00095531,-4.4846e-31,0,1,1.51,15,1.51,0.5
1.1765,-0.00069764,-2.9168e-31,0,1,1.52,15,1.52,0.5
1.1771,-0.00043998,-1.349e-31,0,1,1.53,15,1.53,0.5
1.1777,-0.00018232,2.1874e-32,0,1,1.54,15,1.54,0.5
1.1783,7.5348e-05,1.7865e-31,0,1,1.55,15,1.55,0.5
1.1789,0.00033301,3.3543e-31,0,1,1.56,15,1.56,0.5
1.1794,0.00059087,3.7324e-28,0,1,1.57,15,1.57,0.5
1.1798,0.00085438,1.1818e-26,0,1,1.58,15,1.58,0.5
1.1802,0.0011179,2.3264e-26,0,1,1.59,15,1.59,0.5
1.1806,0.0013814,3.4709e-26,0,1,1.6,15,1.6,0.5
1.181,0.0016449,4.6154e-26,0,1,1.61,15,1.61,0.5
1.1813,0.0019084,5.7599e-26,0,1,1.62,15,1.62,0.5
1.1817,0.0021719,6.9045e-26,0,1,1.63,15,1.63,0.5
1.1821,0.0024354,8.049e-26,0,1,1.64,15,1.64,0.5
1.1824,0.0027084,8.1435e-26,0,1,1.65,15,1.65,0.5
1.1826,0.0029826,8.1027e-26,0,1,1.66,15,1.66,0.5
1.1828,0.0032567,8.0618e-26,0,1,1.67,15,1.67,0.5
1.183,0.0035309,8.021e-26,0,1,1.68,15,1.68,0.5
1.1833,0.0038051,7.9801e-26,0,1,1.69,15,1.69,0.5
1.1835,0.0040792,7.9393e-26,0,1,1.7,15,1.7,0.5
1.1837,0.0043534,7.8984e-26,0,1,1.71,15,1.71,0.5
1.1839,0.0046398,6.2264e-26,0,1,1.72,15,1.72,0.5
1.184,0.0049305,3.9783e-26,0,1,1.73,15,1.73,0.5
1.1841,0.0052212,1.7301e-26,0,1,1.74,15,1.74,0.5
1.1842,0.0055119,-5.1805e-27,0,1,1.75,15,1.75,0.5
1.1843,0.0058026,-2.7662e-26,0,1,1.76,15,1.76,0.5
1.1845,0.0060934,-5.0144e-26,0,1,1.77,15,1.77,0.5
1.1846,0.0063841,-7.2625e-26,0,1,1.78,15,1.78,0.5
1.1847,0.0066885,-8.6972e-26,0,1,1.79,15,1.79,0.5
1.1847,0.0070023,-9.5717e-26,0,1,1.8,15,1.8,0.5
1.1848,0.0073161,-1.0446e-25,0,1,1.81,15,1.81,0.5
1.1848,0.0076299,-1.1321e-25,0,1,1.82,15,1.82,0.5
1.1849,0.0079437,-1.2195e-25,0,1,1.83,15,1.83,0.5
1.1849,0.0082575,-1.307e-25,0,1,1.84,15,1.84,0.5
1.185,0.0085713,-1.3944e-25,0,1,1.85,15,1.85,0.5
1.185,0.0088985,-1.353e-25,0,1,1.86,15,1.86,0.5
1.185,0.0092423,-1.1511e-25,0,1,1.87,15,1.87,0.5
1.1851,0.0095861,-9.4924e-26,0,1,1.88,15,1.88,0.5
1.1851,0.00993,-7.4737e-26,0,1,1.89,15,1.89,0.5
1.1851,0.010274,-5.455e-26,0,1,1.9,15,1.9,0.5
1.1851,0.010618,-3.4362e-26,0,1,1.91,15,1.91,0.5
1.1851,0.010961,-1.4175e-26,0,1,1.92,15,1.92,0.5
1.1851,0.011316,4.4609e-27,0,1,1.93,15,1.93,0.5
1.1852,0.011697,1.9453e-26,0,1,1.94,15,1.94,0.5
1.1852,0.012078,3.4445e-26,0,1,1.95,15,1.95,0.5
1.1852,0.012459,4.9437e-26,0,1,1.96,15,1.96,0.5
1.1852,0.01284,6.4428e-26,0,1,1.97,15,1.97,0.5
1.1852,0.013221,7.942e-26,0,1,1.98,15,1.98,0.5
1.1852,0.013602,9.4412e-26,0,1,1.99,15,1.99,0.5
1.1852,0.013989,1.0485e-25,0,1,2,15,2,0.5
1.1852,0.014414,8.9862e-26,0,1,2.01,15,2.01,0.5
1.1853,0.014839,7.4872e-26,0,1,2.02,15,2.02,0.5
1.1853,0.015264,5.9883e-26,0,1,2.03,15,2.03,0.5
1.1853,0.015689,4.4893e-26,0,1,2.04,15,2.04,0.5
1.1853,0.016114,2.9904e-26,0,1,2.05,15,2.05,0.5
1.1853,0.016539,1.4914e-26,0,1,2.06,15,2.06,0.5
1.1854,0.016964,-7.5565e-29,0,1,2.07,15,2.07,0.5
1.1854,0.017441,-4.7768e-27,0,1,2.08,15,2.08,0.5
1.1854,0.017917,-9.5299e-27,0,1,2.09,15,2.09,0.5
1.1855,0.018393,-1.4283e-26,0,1,2.1,15,2.1,0.5
1.1855,0.018869,-1.9036e-26,0,1,2.11,15,2.11,0.5
1.1856,0.019345,-2.3789e-26,0,1,2.12,15,2.12,0.5
1.1856,0.019821,-2.8542e-26,0,1,2.13,15,2.13,0.5
1.1856,0.020297,-3.3295e-26,0,1,2.14,15,2.14,0.5
1.1857,0.020823,-2.9888e-26,0,1,2.15,15,2.15,0.5
1.1858,0.021357,-2.5133e-26,0,1,2.16,15,2.16,0.5
1.1858,0.021891,-2.0378e-26,0,1,2.17,15,2.17,0.5
1.1859,0.022425,-1.5623e-26,0,1,2.18,15,2.18,0.5
1.186,0.022959,-1.0868e-26,0,1,2.19,15,2.19,0.5
1.186,0.023493,-6.1134e-27,0,1,2.2,15,2.2,0.5
1.1861,0.024027,-1.3586e-27,0,1,2.21,15,2.21,0.5
1.1862,0.024607,2.9406e-27,0,1,2.22,15,2.22,0.5
1.1863,0.025205,7.0551e-27,0,1,2.23,15,2.23,0.5
1.1864,0.025804,1.117e-26,0,1,2.24,15,2.24,0.5
1.1865,0.026402,1.5284e-26,0,1,2.25,15,2.25,0.5
1.1866,0.027001,1.9399e-26,0,1,2.26,15,2.26,0.5
1.1867,0.027599,2.3513e-26,0,1,2.27,15,2.27,0.5
1.1868,0.028197,2.7628e-26,0,1,2.28,15,2.28,0.5
1.1869,0.028836,2.7093e-26,0,1,2.29,15,2.29,0.5
1.187,0.029505,2.2976e-26,0,1,2.3,15,2.3,0.5
1.1872,0.030174,1.8858e-26,0,1,2.31,15,2.31,0.5
1.1873,0.030843,1.474e-26,0,1,2.32,15,2.32,0.5
1.1874,0.031512,1.0623e-26,0,1,2.33,15,2.33,0.5
1.1876,0.032181,6.5053e-27,0,1,2.34,15,2.34,0.5
1.1877,0.03285,2.3877e-27,0,1,2.35,15,2.35,0.5
1.1878,0.033551,-7.6977e-27,0,1,2.36,15,2.36,0.5
1.188,0.034297,-2.6095e-26,0,1,2.37,15,2.37,0.5
1.1882,0.035043,-4.4492e-26,0,1,2.38,15,2.38,0.5
1.1883,0.035788,-6.2889e-26,0,1,2.39,15,2.39,0.5
1.1885,0.036534,-8.1286e-26,0,1,2.4,15,2.4,0.5
1.1887,0.037279,-9.9683e-26,0,1,2.41,15,2.41,0.5
1.1888,0.038025,-1.1808e-25,0,1,2.42,15,2.42,0.5
1.189,0.038792,-1.265e-25,0,1,2.43,15,2.43,0.5
1.1892,0.039619,-1.081e-25,0,1,2.44,15,2.44,0.5
1.1894,0.040446,-8.9704e-26,0,1,2.45,15,2.45,0.5
1.1895,0.041273,-7.1307e-26,0,1,2.46,15,2.46,0.5
1.1897,0.0421,-5.2909e-26,0,1,2.47,15,2.47,0.5
1.1899,0.042928,-3.4511e-26,0,1,2.48,15,2.48,0.5
1.1901,0.043755,-1.6113e-26,0,1,2.49,15,2.49,0.5
1.1903,0.044592,1.6372e-27,0,1,2.5,15,2.5,0.5
1.1905,0.045505,1.4832e-26,0,1,2.51,15,2.51,0.5
1.1907,0.046418,2.8027e-26,0,1,2.52,15,2.52,0.5
1.1909,0.047331,4.1222e-26,0,1,2.53,15,2.53,0.5
1.1911,0.048244,5.4417e-26,0,1,2.54,15,2.54,0.5
1.1913,0.049157,6.7611e-26,0,1,2.55,15,2.55,0.5
1.1915,0.05007,8.0806e-26,0,1,2.56,15,2.56,0.5
1.1917,0.050983,9.4001e-26,0,1,2.57,15,2.57,0.5
1.1919,0.051983,8.1398e-26,0,1,2.58,15,2.58,0.5
1.1921,0.052985,6.8203e-26,0,1,2.59,15,2.59,0.5
1.1923,0.053988,5.5009e-26,0,1,2.6,15,2.6,0.5
1.1926,0.05499,4.1815e-26,0,1,2.61,15,2.61,0.5
1.1928,0.055992,2.8621e-26,0,1,2.62,15,2.62,0.5
1.193,0.056994,1.5426e-26,0,1,2.63,15,2.63,0.5
1.1932,0.057996,2.2319e-27,0,1,2.64,15,2.64,0.5
1.1934,0.059075,0,0,1,2.65,15,2.65,0.5
1.1936,0.060169,0,0,1,2.66,15,2.66,0.5
1.1938,0.061263,0,0,1,2.67,15,2.67,0.5
1.194,0.062356,0,0,1,2.68,15,2.68,0.5
1.1942,0.06345,0,0,1,2.69,15,2.69,0.5
1.1944,0.064544,0,0,1,2.7,15,2.7,0.5
1.1946,0.065638,0,0,1,2.71,15,2.71,0.5
1.1948,0.066796,2.8945e-26,0,1,2.72,15,2.72,0.5
1.195,0.067983,7.1257e-26,0,1,2.73,15,2.73,0.5
1.1952,0.069169,1.1357e-25,0,1,2.74,15,2.74,0.5
1.1954,0.070356,1.5588e-25,0,1,2.75,15,2.75,0.5
1.1956,0.071543,1.9819e-25,0,1,2.76,15,2.76,0.5
1.1958,0.07273,2.4051e-25,0,1,2.77,15,2.77,0.5
1.196,0.073917,2.8282e-25,0,1,2.78,15,2.78,0.5
1.1962,0.075154,3.0658e-25,0,1,2.79,15,2.79,0.5
1.1963,0.076434,3.1437e-25,0,1,2.8,15,2.8,0.5
1.1965,0.077714,3.2216e-25,0,1,2.81,15,2.81,0.5
1.1967,0.078994,3.2995e-25,0,1,2.82,15,2.82,0.5
1.1968,0.080274,3.3774e-25,0,1,2.83,15,2.83,0.5
1.197,0.081555,3.4553e-25,0,1,2.84,15,2.84,0.5
1.1972,0.082835,3.5331e-25,0,1,2.85,15,2.85,0.5
1.1973,0.084151,2.9904e-25,0,1,2.86,15,2.86,0.5
1.1974,0.085524,1.4791e-25,0,1,2.87,15,2.87,0.5
1.1976,0.086897,-3.2248e-27,0,1,2.88,15,2.88,0.5
1.1977,0.08827,-1.5436e-25,0,1,2.89,15,2.89,0.5
1.1978,0.089643,-3.0549e-25,0,1,2.9,15,2.9,0.5
1.1979,0.091016,-4.5662e-25,0,1,2.91,15,2.91,0.5
1.198,0.092389,-6.0775e-25,0,1,2.92,15,2.92,0.5
1.1982,0.093784,-7.0963e-25,0,1,2.93,15,2.93,0.5
1.1982,0.095249,-6.587e-25,0,1,2.94,15,2.94,0.5
1.1983,0.096713,-6.0777e-25,0,1,2.95,15,2.95,0.5
1.1983,0.098178,-5.5684e-25,0,1,2.96,15,2.96,0.5
1.1984,0.099642,-5.0591e-25,0,1,2.97,15,2.97,0.5
1.1985,0.10111,-4.5498e-25,0,1,2.98,15,2.98,0.5
1.1985,0.10257,-4.0405e-25,0,1,2.99,15,2.99,0.5
1.1986,0.10404,-3.475e-25,0,1,3,15,3,0.5
1.1986,0.1056,-2.3868e-25,0,1,3.01,15,3.01,0.5
1.1986,0.10715,-1.2986e-25,0,1,3.02,15,3.02,0.5
1.1986,0.10871,-2.1043e-26,0,1,3.03,15,3.03,0.5
1.1986,0.11026,8.7776e-26,0,1,3.04,15,3.04,0.5
1.1986,0.11182,1.966e-25,0,1,3.05,15,3.05,0.5
1.1986,0.11337,3.0542e-25,0,1,3.06,15,3.06,0.5
1.1986,0.11493,4.1424e-25,0,1,3.07,15,3.07,0.5
1.1985,0.11657,2.7778e-25,0,1,3.08,15,3.08,0.5
1.1984,0.11821,1.2847e-25,0,1,3.09,15,3.09,0.5
1.1983,0.11985,-2.0838e-26,0,1,3.1,15,3.1,0.5
1.1982,0.12149,-1.7015e-25,0,1,3.11,15,3.11,0.5
1.1981,0.12314,-3.1946e-25,0,1,3.12,15,3.12,0.5
1.1981,0.12478,-4.6877e-25,0,1,3.13,15,3.13,0.5
1.198,0.12642,-6.1808e-25,0,1,3.14,15,3.14,0.5
1.1978,0.12813,-6.5786e-25,0,1,3.15,15,3.15,0.5
1.1976,0.12986,-6.7084e-25,0,1,3.16,15,3.16,0.5
1.1974,0.13159,-6.8383e-25,0,1,3.17,15,3.17,0.5
1.1973,0.13332,-6.9681e-25,0,1,3.18,15,3.18,0.5
1.1971,0.13505,-7.0979e-25,0,1,3.19,15,3.19,0.5
1.1969,0.13678,-7.2277e-25,0,1,3.2,15,3.2,0.5
1.1967,0.13851,-7.3576e-25,0,1,3.21,15,3.21,0.5
1.1964,0.1403,-6.1271e-25,0,1,3.22,15,3.22,0.5
1.1962,0.14211,-4.1853e-25,0,1,3.23,15,3.23,0.5
1.1959,0.14392,-2.2435e-25,0,1,3.24,15,3.24,0.5
1.1956,0.14574,-3.0172e-26,0,1,3.25,15,3.25,0.5
1.1953,0.14755,1.6401e-25,0,1,3.26,15,3.26,0.5
1.195,0.14936,3.5818e-25,0,1,3.27,15,3.27,0.5
1.1947,0.15118,5.5236e-25,0,1,3.28,15,3.28,0.5
1.1943,0.15303,5.86e-25,0,1,3.29,15,3.29,0.5
1.1939,0.15493,4.6533e-25,0,1,3.3,15,3.3,0.5
1.1935,0.15683,3.4466e-25,0,1,3.31,15,3.31,0.5
1.1931,0.15872,2.2399e-25,0,1,3.32,15,3.32,0.5
1.1927,0.16062,1.0331e-25,0,1,3.33,15,3.33,0.5
1.1923,0.16251,-1.7358e-26,0,1,3.34,15,3.34,0.5
1.1918,0.16441,-1.3803e-25,0,1,3.35,15,3.35,0.5
1.1914,0.16634,-2.0396e-25,0,1,3.36,15,3.36,0.5
1.1908,0.16831,-1.7387e-25,0,1,3.37,15,3.37,0.5
1.1903,0.17029,-1.4379e-25,0,1,3.38,15,3.38,0.5
1.1897,0.17226,-1.137e-25,0,1,3.39,15,3.39,0.5
1.1892,0.17424,-8.3614e-26,0,1,3.4,15,3.4,0.5
1.1886,0.17621,-5.3528e-26,0,1,3.41,15,3.41,0.5
1.1881,0.17819,-2.3442e-26,0,1,3.42,15,3.42,0.5
1.1875,0.18018,-7.6179e-27,0,1,3.43,15,3.43,0.5
1.1868,0.18223,-4.345e-26,0,1,3.44,15,3.44,0.5
1.1861,0.18429,-7.9282e-26,0,1,3.45,15,3.45,0.5
1.1854,0.18634,-1.1511e-25,0,1,3.46,15,3.46,0.5
1.1847,0.18839,-1.5095e-25,0,1,3.47,15,3.47,0.5
1.184,0.19044,-1.8678e-25,0,1,3.48,15,3.48,0.5
1.1833,0.19249,-2.2261e-25,0,1,3.49,15,3.49,0.5
1.1826,0.19455,-2.5346e-25,0,1,3.5,15,3.5,0.5
1.1818,0.19667,-2.176e-25,0,1,3.51,15,3.51,0.5
1.1809,0.1988,-1.8175e-25,0,1,3.52,15,3.52,0.5
1.1801,0.20092,-1.459e-25,0,1,3.53,15,3.53,0.5
1.1792,0.20304,-1.1005e-25,0,1,3.54,15,3.54,0.5
1.1784,0.20517,-7.4203e-26,0,1,3.55,15,3.55,0.5
1.1775,0.20729,-3.8353e-26,0,1,3.56,15,3.56,0.5
1.1767,0.20942,-2.5026e-27,0,1,3.57,15,3.57,0.5
1.1757,0.2116,3.512e-25,0,1,3.58,15,3.58,0.5
1.1746,0.21379,7.315e-25,0,1,3.59,15,3.59,0.5
1.1736,0.21598,1.1118e-24,0,1,3.6,15,3.6,0.5
1.1726,0.21817,1.4921e-24,0,1,3.61,15,3.61,0.5
1.1716,0.22035,1.8724e-24,0,1,3.62,15,3.62,0.5
1.1706,0.22254,2.2527e-24,0,1,3.63,15,3.63,0.5
1.1695,0.22473,2.633e-24,0,1,3.64,15,3.64,0.5
1.1684,0.22697,2.6039e-24,0,1,3.65,15,3.65,0.5
1.1672,0.22921,2.4568e-24,0,1,3.66,15,3.66,0.5
1.166,0.23146,2.3096e-24,0,1,3.67,15,3.67,0.5
1.1648,0.23371,2.1624e-24,0,1,3.68,15,3.68,0.5
1.1636,0.23595,2.0153e-24,0,1,3.69,15,3.69,0.5
1.1624,0.2382,1.8681e-24,0,1,3.7,15,3.7,0.5
1.1612,0.24045,1.7209e-24,0,1,3.71,15,3.71,0.5
1.1599,0.24272,1.3869e-24,0,1,3.72,15,3.72,0.5
1.1586,0.24502,9.4275e-25,0,1,3.73,15,3.73,0.5
1.1572,0.24731,4.9862e-25,0,1,3.74,15,3.74,0.5
1.1558,0.2496,5.4481e-26,0,1,3.75,15,3.75,0.5
1.1544,0.2519,-3.8965e-25,0,1,3.76,15,3.76,0.5
1.1531,0.25419,-8.3379e-25,0,1,3.77,15,3.77,0.5
